bug_ref,ticket_ref,cluster,symptom_family,rc_guess,status,tester_quote,notes
TAL-01315#1,TAL-01315,drawing_tools,slow-interaction,RC-1,resolved,"There is a problem with the text in vertical and horizontal alignment, as well as with italics.",auto-split: one bug per short thread
TAL-01316#1,TAL-01316,drawing_tools,multichart-parity,RC-4,resolved,"When selecting an option from the ""Show Info"" menu, I have to click multiple times inside the menu before it closes When I uncheck ""Show Info"", the panel briefly appears and then disappears.",auto-split: one bug per short thread
TAL-01317#1,TAL-01317,drawing_tools,slow-interaction,RC-1,resolved,The text overlaps eith the line,auto-split: one bug per short thread
TAL-01318#1,TAL-01318,drawing_tools,slow-interaction,RC-1,resolved,There should be some padding between the line and the text above it,auto-split: one bug per short thread
TAL-01319#1,TAL-01319,drawing_tools,slow-interaction,RC-1,resolved,The text bold effect is not consistent—the edges are not as bold as the middle,auto-split: one bug per short thread
TAL-01320#1,TAL-01320,drawing_tools,slow-interaction,RC-1,resolved,The text overlaps the line,auto-split: one bug per short thread
TAL-01321#1,TAL-01321,drawing_tools,slow-interaction,RC-1,resolved,The text bold effect is not consistent—the edges are not as bold as the middle There should be some padding between the line and the text above it,auto-split: one bug per short thread
TAL-01322#1,TAL-01322,drawing_tools,slow-interaction,RC-1,resolved,The text overlaps the line.,auto-split: one bug per short thread
TAL-01323#1,TAL-01323,drawing_tools,slow-interaction,RC-1,resolved,The italic effect needs to be fixed,auto-split: one bug per short thread
TAL-01324#1,TAL-01324,drawing_tools,slow-interaction,RC-1,resolved,The italic effect needs to be fixed The text overlaps the line,auto-split: one bug per short thread
TAL-01325#1,TAL-01325,drawing_tools,slow-interaction,RC-1,resolved,"When I cut the name, I can’t type again",auto-split: one bug per short thread
TAL-01326#1,TAL-01326,drawing_tools,slow-interaction,RC-1,resolved,"When using the extend function, control points should also appear here",auto-split: one bug per short thread
TAL-01327#1,TAL-01327,drawing_tools,slow-interaction,RC-1,resolved,Italic is not working,auto-split: one bug per short thread
TAL-01329#1,TAL-01329,drawing_tools,slow-interaction,RC-1,resolved,Tool selection needs improvement,auto-split: one bug per short thread
TAL-01330#1,TAL-01330,drawing_tools,label-mis-anchor,RC-3,resolved,"When hiding the border, the price and time labels also disappear",auto-split: one bug per short thread
TAL-01331#1,TAL-01331,drawing_tools,multichart-parity,RC-4,resolved,"When selecting an option from the ""Show Info"" menu, I have to click multiple times inside the menu before it closes When I uncheck ""Show Info"", the panel briefly appears and then disappears",auto-split: one bug per short thread
TAL-01332#1,TAL-01332,drawing_tools,slow-interaction,RC-1,resolved,"Text alignment above, below, and in the middle of the lines.",auto-split: one bug per short thread
TAL-01333#1,TAL-01333,drawing_tools,slow-interaction,RC-1,resolved,"Text alignment above, below, and in the middle of the lines.",auto-split: one bug per short thread
TAL-01334#1,TAL-01334,drawing_tools,slow-interaction,RC-1,resolved,The text position needs to be fixed.,auto-split: one bug per short thread
TAL-01335#1,TAL-01335,drawing_tools,slow-interaction,RC-1,resolved,The italic needs to be fixed,auto-split: one bug per short thread
TAL-01336#1,TAL-01336,drawing_tools,slow-interaction,RC-1,resolved,The text position needs to be fixed.,auto-split: one bug per short thread
TAL-01337#1,TAL-01337,drawing_tools,label-mis-anchor,RC-3,resolved,The labels overlap each other,auto-split: one bug per short thread
TAL-01338#1,TAL-01338,drawing_tools,slow-interaction,RC-1,resolved,Remove the level position.,auto-split: one bug per short thread
TAL-01339#1,TAL-01339,drawing_tools,label-mis-anchor,RC-3,resolved,The labels overlap each other.,auto-split: one bug per short thread
TAL-01340#1,TAL-01340,drawing_tools,slow-interaction,RC-1,resolved,"When I set opacity to 100%, the level disappears and I can’t control its color",auto-split: one bug per short thread
TAL-01341#1,TAL-01341,drawing_tools,slow-interaction,RC-1,resolved,The right-click options should not be like this,auto-split: one bug per short thread
TAL-01342#1,TAL-01342,drawing_tools,quick-menu-defect,RC-1,resolved,Clicking the tool does not open the quick menu or even the main menu,auto-split: one bug per short thread
TAL-01343#1,TAL-01343,drawing_tools,order-entry,RC-5,resolved,"When clicking the text, the border appears with a delay",auto-split: one bug per short thread
TAL-01344#1,TAL-01344,drawing_tools,order-entry,RC-5,resolved,"When enabling wrap text, the border becomes larger",auto-split: one bug per short thread
TAL-01345#1,TAL-01345,drawing_tools,quick-menu-defect,RC-1,resolved,"When locking a tool, the quick menu should show that the lock button is enabled",auto-split: one bug per short thread
TAL-01346#1,TAL-01346,drawing_tools,slow-interaction,RC-1,resolved,"When I double-click to type inside the tool, moving the mouse outside the tool cancels the selection",auto-split: one bug per short thread
TAL-01347#1,TAL-01347,drawing_tools,slow-interaction,RC-1,resolved,"When I double-click to type inside the tool, moving the mouse outside the tool cancels the selection",auto-split: one bug per short thread
TAL-01348#1,TAL-01348,drawing_tools,slow-interaction,RC-1,resolved,"When typing inside the tool, the tool name also changes",auto-split: one bug per short thread
TAL-01349#1,TAL-01349,drawing_tools,slow-interaction,RC-1,resolved,I can upload images up to 50 MB,auto-split: one bug per short thread
TAL-01350#1,TAL-01350,drawing_tools,visibility-toggle,RC-2,resolved,It would be possible to add a checkbox to show/hide the line only,auto-split: one bug per short thread
TAL-01351#1,TAL-01351,drawing_tools,slow-interaction,RC-1,resolved,I cannot rescale the tool,auto-split: one bug per short thread
TAL-01354#1,TAL-01354,drawing_tools,slow-interaction,RC-1,user_replied,في فراغ في نهاية الخط,auto-split: one bug per short thread
TAL-01359#1,TAL-01359,drawing_tools,slow-interaction,RC-1,resolved,لازم يكون نقاط نهاية وبداية للخط,auto-split: one bug per short thread
TAL-01375#1,TAL-01375,drawing_tools,slow-interaction,RC-1,resolved,"The ones without an arrow, when I click on them, the arrow area remains without a background.",auto-split: one bug per short thread
TAL-01415#1,TAL-01415,drawing_tools,selection-menu-desync,RC-1,resolved,من الافضل تشيل هاد لانها بتسبب مشاكل خلي مثل قبل بدونها,auto-split: one bug per short thread
TAL-01421#1,TAL-01421,drawing_tools,slow-interaction,RC-2,resolved,"fix the flags of the news, the euro flags are wrong",auto-split: one bug per short thread
TAL-01451#1,TAL-01451,drawing_tools,drag-mis-anchor,RC-3,resolved,"Before and during rendering, the grid lines shift relative to the candles. Since each candle is associated with a fixed timestamp, the grid lines should remain consistently aligned with the candles. they visibly move during rendering or cha",auto-split: one bug per short thread
TAL-01472#1,TAL-01472,drawing_tools,drag-mis-anchor,RC-3,open,The control issue when dragging with the mouse to select tools has not been resolved,auto-split: one bug per short thread
TAL-00329#1,TAL-00329,indicators,label-mis-anchor,RC-3,user_replied,The price next to the indicator should move with the crosshair or price movement.,auto-split: one bug per short thread
TAL-00350#1,TAL-00350,indicators,ghost-after-delete,RC-6,user_replied,Indicator name label remains after indicator deleted,
TAL-00350#2,TAL-00350,indicators,indicator-lifecycle,RC-6,user_replied,Indicator price label does not update until replay icon clicked,
TAL-00350#3,TAL-00350,indicators,label-mis-anchor,RC-6,user_replied,Need price labels only; time labels unwanted on indicators,
TAL-00350#4,TAL-00350,indicators,indicator-lifecycle,RC-6,user_replied,Drawings render above indicator pane and price labels,
TAL-00350#5,TAL-00350,indicators,visibility-toggle,RC-6,user_replied,Hide cursor on timeframe affects whole screen not just timeframe,
TAL-00350#6,TAL-00350,indicators,visibility-toggle,RC-6,user_replied,Restoring hidden indicator loses name and value until pane divider moved,
TAL-00350#7,TAL-00350,indicators,indicator-lifecycle,RC-6,user_replied,Indicator value does not update on hover without chart click,
TAL-00350#8,TAL-00350,indicators,quick-menu-defect,RC-6,user_replied,News menu hover shows news list unexpectedly,
TAL-00350#9,TAL-00350,indicators,indicator-lifecycle,RC-6,user_replied,Indicator pane divider drag gets stuck,
TAL-00350#10,TAL-00350,indicators,indicator-lifecycle,RC-6,user_replied,Remove indicator magnet so divider drag is not blocked,
TAL-00350#11,TAL-00350,indicators,indicator-lifecycle,RC-6,user_replied,Indicators disappear on zoom out + chart click,Arabic: zoom out then click chart hides indicators
TAL-00376#1,TAL-00376,indicators,indicator-lifecycle,RC-6,user_replied,no need to STYLE delete it,auto-split: one bug per short thread
TAL-00377#1,TAL-00377,indicators,slow-interaction,RC-2,user_replied,"The upward arrow is green, while the downward arrow is red; make it so.",auto-split: one bug per short thread
TAL-00384#1,TAL-00384,indicators,label-mis-anchor,RC-3,user_replied,could u make price label with movement of price,auto-split: one bug per short thread
TAL-00391#1,TAL-00391,indicators,label-mis-anchor,RC-3,user_replied,"When I turn off the MACD button, the value next to the cursor glitches. Supposedly, when I hide the MACD, only the MACD value disappears, and the signal value remains the same color.",auto-split: one bug per short thread
TAL-00392#1,TAL-00392,indicators,label-mis-anchor,RC-3,user_replied,"When I turn off this option, the line disappears, but the price label or the price next to the indicator name does not disappears.",auto-split: one bug per short thread
TAL-00413#1,TAL-00413,indicators,label-mis-anchor,RC-3,user_replied,these don't works,auto-split: one bug per short thread
TAL-00422#1,TAL-00422,indicators,indicator-lifecycle,RC-6,user_replied,this indicator don't work nothing to show,auto-split: one bug per short thread
TAL-00443#1,TAL-00443,indicators,stuck-until-click,RC-2,user_replied,the value stuck on 0,auto-split: one bug per short thread
TAL-00448#1,TAL-00448,indicators,label-mis-anchor,RC-3,user_replied,this don't work and there's no style and thickness in VI+ like VI-,auto-split: one bug per short thread
TAL-00451#1,TAL-00451,indicators,stuck-until-click,RC-2,user_replied,"When I enable Reply, the value should change with the movement of the candles, but it's stuck.",auto-split: one bug per short thread
TAL-00454#1,TAL-00454,indicators,indicator-lifecycle,RC-6,user_replied,"When I hide the indicator and then tap it again, it doesn't reappear.",auto-split: one bug per short thread
TAL-00455#1,TAL-00455,indicators,indicator-lifecycle,RC-6,user_replied,these don't works,auto-split: one bug per short thread
TAL-00488#1,TAL-00488,indicators,indicator-lifecycle,RC-6,user_replied,"When it drops below 70, nothing changes.",auto-split: one bug per short thread
TAL-00501#1,TAL-00501,indicators,indicator-lifecycle,RC-6,user_replied,this not work,auto-split: one bug per short thread
TAL-00818#1,TAL-00818,indicators,drag-mis-anchor,RC-3,resolved,لما اضيف اكثر من 10 مؤشرات بس اجي اضيف 11 بيصير علامة كأنه تم اضافته لكن ما بينضاف ما تخلي يجي عليه علامة ولا اقدر اضيف بعد 10,auto-split: one bug per short thread
